"TAZ","access_nearby_sov","access_transit","access_walk","N_sov","N_hov2","N_hov3","N_walkbike","N_t","N_auto_pay","W_sov","W_hov2","W_hov3","W_walkbike","W_t","W_auto_pay"
607,9.18954,4.13761,2.0434,173.773,116.989,72.7992,142.398,8.18874,4.09979,69.3949,30.2622,24.2242,35.7743,12.4224,0.324075
608,9.86714,4.33891,1.97062,115.508,100.555,61.9552,27.7737,9.09391,3.942,258.889,76.5675,66.8145,38.5743,28.9712,1.40379
609,8.64329,2.43022,1.10644,44.1374,37.0163,21.9856,12.7239,1.11566,1.61473,22.8022,7.64562,6.70886,4.94371,1.58002,0.117206
610,8.91975,3.7475,1.27259,54.6774,47.365,28.3498,12.1133,3.35157,1.95991,50.8417,17.0218,15.0313,10.6522,4.63209,0.250522
611,9.24109,4.20071,1.94114,132.358,72.3829,44.5191,122.094,4.62677,2.00354,28.4725,12.9879,9.02497,20.53,7.94836,0.136724
612,9.04757,3.6725,1.88475,216.532,173.49,106.619,108.181,8.3979,6.78589,232.089,93.0348,81.8787,77.443,22.8986,1.06154
613,8.6314,4.09752,1.3374,86.8789,53.9055,32.5437,58.8349,5.00025,1.8828,42.7954,15.1916,11.9885,15.3707,7.24738,0.216332
614,9.63322,4.3138,1.67505,92.5793,81.5855,49.8374,17.1975,6.21023,3.26447,94.0018,32.0103,28.3637,20.3469,9.93809,0.471784
615,8.85545,3.63486,0.761216,94.4465,73.1736,47.6862,92.0783,3.42235,1.91494,43.7791,15.8835,12.8652,15.3115,6.02462,0.214078
616,9.08191,4.26654,1.96663,107.959,95.5512,58.0821,37.0143,7.83175,3.98521,133.829,41.9509,36.7528,23.8411,14.3823,0.7101
617,7.74929,0.731338,0.00,92.6535,71.4807,61.0472,0.00,1.46934,2.19354,93.5173,26.6727,13.4682,16.1643,4.76902,0.0931541
618,8.51586,2.24317,0.699714,302.353,152.106,107.046,191.321,4.72579,4.38976,205.72,64.9378,43.6333,49.9782,16.6608,0.591356
619,8.4482,1.95343,0.00,64.8504,61.917,62.9373,0.00,1.22078,2.46111,123.811,33.0068,17.7681,8.43618,1.3755,0.10104
620,7.91666,0.00,0.00,96.2604,39.9795,26.9642,0.00,0.00,0.471442,7.55307,2.465,2.15409,1.54468,0.00,0.028692
621,8.20403,1.47526,0.00,60.5099,36.3816,22.9003,0.00,0.772878,1.05216,16.6259,6.65061,5.41439,6.99359,1.98358,0.0752895
622,8.09192,0.00,0.0894731,98.3056,71.396,51.221,59.1982,0.00,2.07937,79.6381,24.1367,13.0079,17.4994,0.00,0.0972207
623,8.164,0.00,0.00,416.485,188.885,160.178,0.00,0.00,2.53682,143.846,39.0695,21.548,14.3209,0.00,0.13501
624,7.98283,0.00,0.00,13.0272,11.4195,6.65237,0.00,0.00,0.49371,4.04973,1.69719,1.29266,2.16863,0.00,0.018114
625,8.76391,3.1449,0.852072,11.6168,10.4928,6.20828,2.00799,0.356198,0.42769,5.09759,1.98044,1.76888,1.49784,0.37398,0.0221475
626,9.14972,3.3014,0.689969,98.358,85.0788,50.9497,21.0341,4.20052,3.40145,237.671,70.5743,61.8164,35.1541,18.2,1.19732
627,9.04252,2.59167,0.304516,134.54,91.3813,57.3067,52.9832,2.10149,3.01325,106.106,32.2513,28.1311,17.4653,6.39497,0.52224
628,8.57594,2.21582,0.578632,185.964,126.059,126.361,80.1638,3.2702,3.91531,175.93,50.8043,29.7976,22.5195,5.63894,0.219974
629,8.82546,3.46345,1.49351,7.63302,7.44061,4.38016,2.32661,0.370879,0.282462,2.56502,1.0181,0.853398,0.980953,0.356328,0.0125574
630,8.79565,2.39518,1.22187,132.846,99.6009,89.8454,67.9488,2.68336,3.29078,142.695,41.5438,23.2595,20.1617,5.05029,0.147905
631,8.16193,2.85904,0.247938,2.25012,2.29327,1.28927,0.34172,0.068281,0.0903264,0.855173,0.227531,0.197363,0.0843937,0.0611715,0.00434909
632,8.44178,3.94165,1.33546,146.582,77.0289,45.5573,61.8771,3.6719,2.82568,39.3307,16.4445,12.2363,21.9793,8.73648,0.173855
633,8.63309,2.57977,1.04046,54.6081,47.8953,28.3049,9.95465,1.56771,2.17536,17.5284,6.34515,5.58062,4.6159,1.40765,0.0800623
634,9.23727,3.41591,1.08309,116.115,100.467,60.6212,21.1476,4.93233,4.13108,128.507,38.4196,33.6111,19.6262,10.0592,0.649564
635,8.26925,1.08445,0.641632,20.4859,16.9738,9.94187,10.2878,0.616717,0.659269,6.57102,3.03726,2.18478,4.56552,1.4585,0.0288407
636,8.09208,1.52226,0.44976,57.3545,32.023,20.1032,31.0821,0.862198,0.871923,8.83465,3.58099,2.57288,4.97028,1.7682,0.0409927
637,8.17535,1.05534,0.609488,82.5965,54.9438,43.2589,40.5296,1.59755,1.65627,91.5951,24.8079,12.3854,10.3663,3.32354,0.071587
638,8.67192,2.64091,1.07212,34.4389,24.817,14.7962,16.812,0.976294,0.858615,8.85601,4.49714,3.1741,7.34897,2.40935,0.0374133
639,8.51243,3.19568,0.00,69.6352,53.4506,32.1424,0.00,1.42109,2.04557,52.2059,16.739,14.5522,10.3714,4.859,0.248296
640,8.55391,2.28767,0.00,176.299,115.968,70.2964,0.00,2.82095,4.18848,77.8969,31.8799,27.4712,29.1311,7.31475,0.322877
641,8.50894,3.71199,0.6841,46.601,28.5108,17.1531,27.2483,2.65362,0.971218,41.1079,12.9702,10.9541,8.85089,4.53069,0.209546
642,8.69762,3.26218,0.398163,130.643,72.6104,44.2496,71.1746,2.77945,2.37914,30.6422,11.3653,8.87573,12.3896,4.89641,0.144796
643,8.2553,2.53492,0.0282799,75.932,49.7207,31.9112,38.6179,1.19198,1.23134,13.9546,5.57257,4.28444,6.72248,2.20187,0.0653395
644,8.62921,2.93839,1.25578,81.8246,47.4319,30.9141,82.3445,2.68799,1.46574,72.1675,28.2768,12.3433,44.98,16.3051,0.0916235
645,8.43641,2.11648,0.444803,180.71,151.753,161.925,82.008,3.19147,4.4693,219.96,61.055,31.6519,28.6521,8.45465,0.205824
646,8.25413,1.78763,0.00,26.7121,21.6697,13.1341,0.00,0.518783,0.7043,5.65668,2.15493,1.73072,2.24399,0.675975,0.0260775
647,8.63464,2.43389,1.01658,23.4776,18.2482,10.7389,12.9552,0.668155,0.669679,6.3439,2.88872,1.97959,4.65897,1.64007,0.0292322
648,8.27823,0.956923,0.674791,22.4551,19.4617,11.4189,15.2982,0.77484,0.718809,5.58962,2.95462,1.77099,5.94572,2.0913,0.0250078
649,8.297,2.17818,0.00,92.0827,82.2188,88.1621,0.00,1.49832,2.9007,165.31,42.1762,21.0527,8.98258,2.3258,0.113806
650,9.03373,3.98421,0.927336,147.086,112.386,67.9889,52.5827,8.21745,4.37494,233.383,72.2421,62.5273,42.4941,25.1778,1.16116
651,8.61527,2.86522,1.27523,79.8119,47.302,28.9986,74.878,2.3395,1.48395,21.818,13.8156,7.18893,33.457,12.2742,0.097429
652,8.4451,3.09534,0.678798,74.2076,74.4884,81.2179,25.9132,2.6741,2.6949,146.778,38.3335,18.5732,11.2475,3.466,0.0826662
653,6.42758,0.00,0.00,14.2499,7.37798,4.56251,0.00,0.00,0.105317,16.2847,6.59351,5.36024,7.0494,0.00,0.0558158
654,6.31632,0.00,0.00,28.619,11.8998,7.71127,0.00,0.00,0.0305104,13.2519,3.82405,3.34023,1.787,0.00,0.0513219
655,6.33656,0.00,0.00,2.32925,1.99125,1.11067,0.00,0.00,0.067015,8.49694,3.50466,2.77948,4.0495,0.00,0.02929
656,6.49778,0.00,0.00,121.492,76.9973,40.9113,0.00,0.00,0.503125,48.9491,14.0661,12.2475,6.62225,0.00,0.192052
657,6.59535,0.00,0.00,114.189,80.5738,40.1739,0.00,0.00,0.623741,49.464,16.3307,14.1384,10.8997,0.00,0.186453
658,7.03399,0.00,0.00,39.4279,24.0707,14.621,0.00,0.00,0.516828,14.976,9.5038,8.65987,10.3935,0.00,0.0309095
659,6.75434,0.00,0.00,9.43704,5.09202,3.18476,0.00,0.00,0.103418,21.7281,12.1515,11.025,12.4203,0.00,0.0528035
660,5.62585,0.00,0.00,23.4299,11.086,6.45221,0.00,0.00,0.0804263,26.6811,8.07432,6.96035,4.60869,0.00,0.0970424
661,6.03812,0.00,0.00,3.10049,1.99266,1.13723,0.00,0.00,0.04867,4.80547,1.8255,1.4133,2.07138,0.00,0.0167714
662,5.75045,0.00,0.00,7.33627,4.69206,2.65503,0.00,0.00,0.1036,10.2657,4.27388,3.11674,5.91284,0.00,0.0349518
663,6.16022,0.00,0.00,27.7102,13.0534,7.9902,0.00,0.00,0.152515,37.3679,12.8028,11.2397,8.58258,0.00,0.131228
664,6.51146,0.00,0.00,0.481702,0.39822,0.2225,0.00,0.00,0.0155012,2.34332,1.00015,0.890826,0.85781,0.00,0.00738893
665,6.2209,0.00,0.00,39.9989,24.7585,30.598,0.00,0.00,0.290692,146.253,42.6995,20.0749,33.9314,0.00,0.130275
666,6.10574,0.00,0.00,23.4761,12.0969,7.3773,0.00,0.00,0.1232,19.4303,7.16548,5.85912,6.85098,0.00,0.0702375
667,5.97883,0.00,0.00,41.1141,20.392,12.287,0.00,0.00,0.199251,35.2101,11.7415,9.47831,10.2903,0.00,0.129432
668,5.94664,0.00,0.00,29.7869,14.3071,8.71085,0.00,0.00,0.0876459,17.6576,6.3868,5.00331,6.69323,0.00,0.0630398
669,5.82967,0.00,0.00,18.8154,10.3063,6.07116,0.00,0.00,0.108152,13.436,5.30615,3.82063,7.23027,0.00,0.0476877
670,5.99489,0.00,0.00,36.2629,16.5864,10.205,0.00,0.00,0.0859508,22.7835,7.96337,5.78026,9.64475,0.00,0.0856291
671,5.01444,0.00,0.00,23.1724,21.6785,17.14,0.00,0.00,0.383379,53.9607,15.5591,10.0208,7.36477,0.00,0.0835876
672,5.38133,0.00,0.00,10.3092,9.43564,5.18062,0.00,0.00,0.111573,8.00789,2.75235,2.36764,2.01966,0.00,0.0285572
673,6.90947,0.00,0.00,36.3487,25.7005,14.8704,0.00,0.00,0.338508,32.6447,11.2504,9.02181,10.4876,0.00,0.124614
674,5.62063,0.00,0.00,8.18343,8.71369,4.80215,0.00,0.00,0.13013,7.32227,3.06219,2.18258,4.37411,0.00,0.026791
675,7.25482,0.00,0.0525309,23.4757,27.3693,30.8857,11.3969,0.00,0.461188,74.6975,19.7705,10.9329,5.83888,0.00,0.0731671
676,7.62584,0.00,0.153635,66.8786,47.5512,29.3271,42.1483,0.00,0.77428,73.3494,23.2086,20.2626,13.6938,0.00,0.297975
677,5.69181,0.00,0.00,19.3984,16.1117,9.10936,0.00,0.00,0.200047,18.526,6.22148,5.31974,4.50617,0.00,0.0684056
678,6.23484,0.00,0.00,26.117,16.9728,9.94799,0.00,0.00,0.184431,23.0156,7.65485,6.27262,6.3711,0.00,0.0895875
679,5.45689,0.00,0.00,12.7134,10.6406,5.71069,0.00,0.00,0.133604,11.0819,4.11876,3.11791,4.79415,0.00,0.0406745
680,7.42585,0.00,0.00,71.1977,52.2883,46.5776,0.00,0.00,0.743062,133.83,37.385,26.0703,14.7152,0.00,0.303986
681,7.73632,0.00,0.124415,47.3846,25.866,16.6547,35.4623,0.00,0.188972,36.2793,10.6612,9.06582,6.07968,0.00,0.149433
682,6.49688,0.00,0.00,33.1451,22.0994,13.0203,0.00,0.00,0.350963,35.0186,11.0849,9.55637,6.95476,0.00,0.136022
683,5.92643,0.00,0.00,4.37257,6.1607,3.40744,0.00,0.00,0.118831,5.2303,2.19044,1.72701,2.58966,0.00,0.0186989
684,6.1124,0.00,0.00,30.0625,24.6528,14.0722,0.00,0.00,0.402493,31.7511,10.6032,9.22023,7.08824,0.00,0.120855
685,5.823,0.00,0.00,25.9304,20.6547,11.8508,0.00,0.00,0.261314,23.5635,7.58745,6.53688,4.93827,0.00,0.0919743
686,7.84537,0.00,0.00,98.9615,68.8644,53.0282,0.00,0.00,1.15214,171.075,46.6968,34.5875,16.3907,0.00,0.476689
687,8.10265,0.00,0.525454,109.291,73.5124,46.1233,73.2427,0.00,1.0656,158.554,47.574,41.0516,26.4306,0.00,0.666029
688,8.08545,0.00,0.329025,102.289,61.855,39.9475,73.0137,0.00,0.81315,192.462,55.9737,48.7968,27.0741,0.00,0.830415
689,6.91988,0.00,0.00,82.7818,54.9924,42.0283,0.00,0.00,0.997794,261.324,70.8423,55.4877,25.6052,0.00,0.904666
690,6.86143,0.00,0.00,44.8458,27.8535,17.2666,0.00,0.00,0.450859,69.6563,22.0682,19.4621,12.4036,0.00,0.289986
691,7.79762,0.00,0.00,62.3313,42.0234,25.9256,0.00,0.00,0.592912,64.931,21.2663,18.6006,13.3486,0.00,0.266315
692,6.09719,0.00,0.00,5.90489,4.27056,2.47157,0.00,0.00,0.0800763,5.90674,1.91379,1.66665,1.20047,0.00,0.0239492
693,6.53233,0.00,0.00,26.4328,22.8473,13.2673,0.00,0.00,0.442063,30.7454,12.1101,10.5137,10.3568,0.00,0.115689
694,5.90412,0.00,0.00,7.27913,5.90339,3.32659,0.00,0.00,0.139558,9.92414,3.4584,3.06572,2.28643,0.00,0.0382311
695,7.60968,0.00,0.00,60.7828,39.8152,24.7629,0.00,0.00,0.578883,55.1784,15.9974,13.8369,8.04367,0.00,0.237381
696,7.51244,0.00,0.00,74.008,43.2653,26.7138,0.00,0.00,0.543061,168.169,47.9289,41.6293,22.3715,0.00,0.71478
697,7.72847,0.00,0.00,28.1434,33.4482,38.0898,0.00,0.00,0.590433,94.7596,25.0443,14.3664,6.63642,0.00,0.10774
698,6.17939,0.00,0.00,26.0285,24.7803,14.2277,0.00,0.00,0.353687,23.753,8.28658,6.45148,8.51761,0.00,0.102084
699,5.99999,0.00,0.00,43.9668,36.6721,21.0695,0.00,0.00,0.436761,38.7341,12.9266,11.1485,8.94277,0.00,0.157593
700,6.25199,0.00,0.00,14.8006,18.8881,10.6044,0.00,0.00,0.30949,18.3276,6.06273,4.95477,5.06068,0.00,0.0784628
701,6.9251,0.00,0.00,75.0995,43.7056,27.9683,0.00,0.00,0.324141,75.4818,21.3223,18.5272,9.65501,0.00,0.340956
702,8.13493,0.00,0.713005,130.184,90.9922,76.5468,102.167,0.00,1.0369,224.707,62.8889,43.9551,27.3234,0.00,0.590787
703,8.05949,0.00,0.85549,49.6656,33.3455,21.4229,45.7851,0.00,0.294119,27.5614,9.35862,7.43329,8.8203,0.00,0.119653
704,7.97424,0.00,0.566849,123.566,71.8531,47.6147,94.9403,0.00,0.781547,159.856,46.5402,40.265,23.6155,0.00,0.717116
705,7.29994,0.00,0.488553,10.5723,13.7085,7.77775,8.55747,0.00,0.247516,17.4538,6.10914,5.02302,5.39803,0.00,0.0733913
706,5.61465,0.00,0.00,8.1278,8.22597,4.5059,0.00,0.00,0.182532,8.22117,2.67552,2.17291,2.2271,0.00,0.0347216
707,5.56733,0.00,0.00,7.14679,8.44648,4.70778,0.00,0.00,0.138249,6.59466,2.70208,2.07778,3.32813,0.00,0.0254102
708,6.71979,0.00,0.00,50.1472,48.3205,27.971,0.00,0.00,0.592756,40.6919,16.1973,12.1401,20.5681,0.00,0.167581
709,6.11336,0.00,0.00,37.7047,29.6818,16.9845,0.00,0.00,0.825296,88.3652,32.7193,29.1366,23.3881,0.00,0.342894
710,5.69526,0.00,0.00,18.5521,15.1098,8.73086,0.00,0.00,0.239209,19.3361,8.14171,6.82037,8.33654,0.00,0.0713861
711,5.94834,0.00,0.00,10.6129,8.18061,4.6946,0.00,0.00,0.164908,10.5014,3.52277,3.07257,2.34182,0.00,0.0428433
712,6.62462,0.00,0.00,44.6746,50.7473,58.9031,0.00,0.00,1.02673,150.619,39.4191,21.7689,10.1535,0.00,0.157397
713,6.66801,0.00,0.00,53.9777,44.0191,25.8462,0.00,0.00,0.597799,45.8154,16.0216,12.8797,15.1535,0.00,0.195306
714,7.22959,0.00,0.00,81.1441,66.4534,62.5236,0.00,0.00,0.971201,168.234,45.5694,27.742,15.6603,0.00,0.268884
715,6.15144,0.00,0.00,9.94726,10.0619,5.70524,0.00,0.00,0.169803,8.8319,2.81418,2.41213,1.83807,0.00,0.0379335
716,7.00431,0.00,0.00,97.9728,85.5359,52.373,0.00,0.00,0.924516,67.839,25.894,20.2456,28.8853,0.00,0.283502
717,6.84472,0.00,0.00,34.3539,44.9376,25.8072,0.00,0.00,0.639282,38.7854,17.8465,12.3365,28.527,0.00,0.157331
718,7.23609,0.00,0.00,80.8354,54.5248,34.654,0.00,0.00,0.798597,71.3629,27.2987,24.1084,21.1281,0.00,0.280572
719,6.87211,0.00,0.00,81.3582,68.939,65.2247,0.00,0.00,1.0742,181.806,50.1117,28.7572,22.2976,0.00,0.260953
720,6.75424,0.00,0.00,71.0047,67.7706,39.8932,0.00,0.00,0.889657,64.9993,30.7916,19.8989,54.6233,0.00,0.267095
721,7.08754,0.00,0.00,148.851,103.002,64.8704,0.00,0.00,1.60788,216.359,73.5903,64.9117,47.6852,0.00,0.903167
722,7.6713,0.00,0.00,154.685,128.345,81.7598,0.00,0.00,1.36757,108.255,33.0964,28.4065,19.7209,0.00,0.50365
723,7.15858,0.00,0.0975813,76.5335,63.5679,58.6181,57.572,0.00,0.985373,160.98,48.6022,31.0651,23.6352,0.00,0.230679
724,7.53311,0.00,0.00,101.989,68.6902,55.367,0.00,0.00,0.753608,170.214,45.6908,29.8614,14.086,0.00,0.354802
725,6.97191,0.00,0.00,103.484,68.2542,41.8215,0.00,0.00,1.00592,159.432,54.1356,47.737,35.0102,0.00,0.663919
726,7.13761,0.00,0.00,86.6832,51.0607,32.9299,0.00,0.00,0.71768,96.0047,35.2601,31.3699,24.9936,0.00,0.383537
727,7.20524,0.00,0.00,149.867,88.6749,57.7072,0.00,0.00,1.15613,295.874,88.828,77.9809,44.9556,0.00,1.3158
728,6.79248,0.00,0.00,71.2954,35.9012,23.5438,0.00,0.00,0.231936,90.5974,25.3165,22.151,10.5593,0.00,0.409086
729,6.10579,0.00,0.00,56.8489,53.3974,30.9577,0.00,0.00,0.78585,58.1818,23.4844,17.6616,29.8449,0.00,0.24271
730,6.38381,0.00,0.00,81.6701,66.7379,39.7765,0.00,0.00,0.888502,89.2589,31.6935,24.4435,33.9394,0.00,0.396958
731,6.59429,0.00,0.00,46.1582,39.3686,23.2822,0.00,0.00,0.769825,38.2548,12.2394,10.3351,8.59018,0.00,0.168506
732,6.69365,0.00,0.00,70.9923,56.3561,34.0815,0.00,0.00,0.753019,69.8648,29.8216,23.4511,36.1306,0.00,0.276863
733,6.56447,0.00,0.00,46.1308,56.0022,54.3347,0.00,0.00,0.995463,161.135,46.0283,25.8554,24.9896,0.00,0.21056
734,6.65049,0.00,0.00,49.6611,40.4496,24.5339,0.00,0.00,0.581982,40.9308,14.3205,12.485,10.2386,0.00,0.173603
735,6.79658,0.00,0.00,74.9433,57.6817,35.5727,0.00,0.00,0.66119,57.9919,18.4894,15.8373,12.128,0.00,0.26062
736,6.94581,0.00,0.00,58.2928,45.5821,28.0269,0.00,0.00,0.519508,35.6267,11.911,9.50959,10.853,0.00,0.161111
737,7.59719,0.00,0.101913,71.757,46.3944,30.1265,54.8497,0.00,0.509133,48.1638,15.9598,13.6162,11.3912,0.00,0.210911
738,7.36678,0.00,0.037071,120.335,75.2779,48.6191,90.2163,0.00,0.96947,131.099,40.2529,35.041,22.5529,0.00,0.590921
739,6.68874,0.00,0.00,15.3172,17.5527,10.164,0.00,0.00,0.273028,12.296,4.41289,3.23737,5.30364,0.00,0.0543815
740,6.80686,0.00,0.00,25.8692,18.7476,11.5058,0.00,0.00,0.29583,23.1177,8.44936,7.23867,6.86853,0.00,0.0943054
741,5.99761,0.00,0.00,65.1882,65.2683,55.0276,0.00,0.00,1.16129,151.305,49.7091,27.1841,52.1876,0.00,0.288281
742,5.95409,0.00,0.00,36.949,30.1379,17.3804,0.00,0.00,0.602655,37.4331,12.095,10.5654,7.44034,0.00,0.158876
743,5.73435,0.00,0.00,31.8651,21.5239,12.669,0.00,0.00,0.267092,30.7953,9.93877,8.53763,6.58902,0.00,0.124061
744,5.91758,0.00,0.00,40.6475,28.3689,16.4145,0.00,0.00,0.346594,38.1431,11.7047,10.0002,7.19742,0.00,0.157011
745,6.43373,0.00,0.00,58.7517,46.5575,28.2443,0.00,0.00,0.536564,45.0214,13.6263,11.5454,8.45689,0.00,0.204958
746,6.65538,0.00,0.00,40.8552,46.9488,27.1999,0.00,0.00,0.810773,37.0224,12.6285,10.4778,10.4746,0.00,0.160005
747,6.46853,0.00,0.00,55.4431,49.3032,29.1453,0.00,0.00,0.660578,41.8114,14.0344,11.2101,12.8339,0.00,0.184438
748,6.82345,0.00,0.00,35.6245,39.9704,23.3785,0.00,0.00,0.722627,38.1581,13.9831,10.8224,15.3415,0.00,0.167133
749,6.7951,0.00,0.00,57.3583,45.4728,27.9286,0.00,0.00,0.610429,42.3902,13.9042,11.8158,9.92006,0.00,0.188513
750,6.24992,0.00,0.00,42.5757,31.4056,18.7847,0.00,0.00,0.432442,33.2153,10.1788,8.84903,5.72327,0.00,0.14507
751,6.24371,0.00,0.00,15.5778,15.2946,8.69857,0.00,0.00,0.298576,15.1605,5.95385,4.77085,6.41218,0.00,0.0598976
752,6.14404,0.00,0.00,10.1134,14.324,7.82049,0.00,0.00,0.277514,11.639,5.7004,3.67416,10.3336,0.00,0.0447468
753,6.18612,0.00,0.00,42.3972,29.1591,17.2701,0.00,0.00,0.334944,32.9045,11.7378,8.83185,13.3763,0.00,0.137523
754,4.82401,0.00,0.00,37.7191,29.9172,15.6606,0.00,0.00,0.280944,26.6172,10.0211,6.88611,14.2629,0.00,0.0843899
755,5.22712,0.00,0.00,10.3263,12.1104,6.41979,0.00,0.00,0.207609,11.7469,5.2524,3.69345,8.07127,0.00,0.0405017
756,5.42773,0.00,0.00,33.4654,22.5123,13.1216,0.00,0.00,0.225724,24.22,7.36815,6.16828,4.87119,0.00,0.0953259
757,5.05218,0.00,0.00,14.83,10.5234,5.81689,0.00,0.00,0.115551,12.6739,4.93725,3.49993,6.81063,0.00,0.0453339
758,5.42547,0.00,0.00,51.8498,38.7625,20.9485,0.00,0.00,0.416588,44.0376,14.0212,11.943,9.39125,0.00,0.155577
759,5.57312,0.00,0.00,51.5182,39.6592,22.4969,0.00,0.00,0.433618,42.609,15.6449,11.5237,19.2176,0.00,0.160718
760,4.90375,0.00,0.00,2.61497,3.52068,1.82363,0.00,0.00,0.0689091,4.35198,1.43169,1.24798,0.92231,0.00,0.0147008
761,6.05692,0.00,0.00,12.0652,17.3941,9.51978,0.00,0.00,0.32248,12.081,4.86044,3.17291,7.80486,0.00,0.0490071
762,5.96858,0.00,0.00,58.4086,33.8543,20.2963,0.00,0.00,0.504063,121.975,35.6321,30.9348,17.8819,0.00,0.503808
763,5.66159,0.00,0.00,15.3324,19.5866,12.918,0.00,0.00,0.378647,51.0591,13.9117,8.1649,5.39235,0.00,0.0717619
764,6.04489,0.00,0.00,41.1285,28.1303,16.5212,0.00,0.00,0.433545,36.7758,12.8838,10.4257,11.9707,0.00,0.150706
765,6.14263,0.00,0.00,88.1031,68.523,64.4389,0.00,0.00,1.21209,191.275,53.412,35.736,21.3785,0.00,0.388619
766,6.00127,0.00,0.00,61.9579,52.0182,49.6206,0.00,0.00,0.918116,137.981,37.3256,22.6401,11.5882,0.00,0.190278
767,6.11833,0.00,0.00,13.7138,17.7268,9.87979,0.00,0.00,0.361124,14.4332,4.52852,3.78732,3.18442,0.00,0.0619451
768,6.15716,0.00,0.00,61.9006,55.9418,53.5706,0.00,0.00,1.1132,146.716,41.2512,24.0187,20.2439,0.00,0.212737
769,6.26252,0.00,0.00,32.26,21.3015,12.8562,0.00,0.00,0.286797,22.2108,7.32805,5.70058,7.07821,0.00,0.0961996
770,6.27234,0.00,0.00,16.3608,21.3572,11.8353,0.00,0.00,0.515842,20.2151,7.28436,5.889,7.00818,0.00,0.0829518
771,6.28247,0.00,0.00,55.9932,47.2462,27.7214,0.00,0.00,0.812422,50.338,19.8837,14.8172,25.3381,0.00,0.210308
772,6.18671,0.00,0.00,7.2901,9.05112,5.00391,0.00,0.00,0.254458,9.92071,3.54868,2.78166,3.66718,0.00,0.0417624
773,6.36061,0.00,0.00,20.4423,20.881,11.7475,0.00,0.00,0.506548,19.6146,7.32367,6.12188,6.64962,0.00,0.078907
774,6.09881,0.00,0.00,17.2498,17.0577,9.83728,0.00,0.00,0.458156,16.9904,7.09831,5.31046,9.33021,0.00,0.0708519
775,6.44624,0.00,0.00,49.9101,33.2392,20.0631,0.00,0.00,0.687057,43.2656,15.0395,11.6881,15.4761,0.00,0.193251
776,6.44194,0.00,0.00,51.4358,32.9409,19.9729,0.00,0.00,0.623173,47.2617,16.3866,13.5127,14.1737,0.00,0.20423
777,6.1578,0.00,0.00,49.1395,33.0992,19.6632,0.00,0.00,0.79197,45.6627,15.0134,11.5568,14.772,0.00,0.204019
778,5.03083,0.00,0.00,69.8352,69.3823,37.7473,0.00,0.00,0.373427,63.4647,19.3292,16.1126,13.0068,0.00,0.223537
779,6.22763,0.00,0.00,54.7971,48.691,28.4573,0.00,0.00,0.378195,40.3315,12.0167,10.1656,7.25957,0.00,0.169648
780,5.82699,0.00,0.00,65.5424,55.7779,44.588,0.00,0.00,0.674987,137.042,40.7603,25.1592,27.2837,0.00,0.255558
781,5.77191,0.00,0.00,6.01799,8.98961,4.8157,0.00,0.00,0.137299,8.62998,2.89108,2.33313,2.55649,0.00,0.0343985
782,5.69282,0.00,0.00,10.4122,13.2467,7.19648,0.00,0.00,0.234312,16.7207,6.0612,5.18017,4.92527,0.00,0.0642515
783,6.10091,0.00,0.00,54.1704,51.3012,46.3151,0.00,0.00,0.673097,158.293,42.6726,25.4961,13.2925,0.00,0.210647
784,6.15782,0.00,0.00,63.7306,59.6102,34.7394,0.00,0.00,0.659737,52.1002,23.415,15.7164,38.671,0.00,0.208413
785,6.14093,0.00,0.00,50.5309,40.1279,37.0838,0.00,0.00,0.464935,126.641,32.624,17.4443,9.07858,0.00,0.131155
786,5.91238,0.00,0.00,4.11941,5.73182,3.1289,0.00,0.00,0.101129,8.42227,2.76881,2.4275,1.73199,0.00,0.0331084
787,5.74586,0.00,0.00,30.3882,23.5564,13.4446,0.00,0.00,0.246597,30.0372,10.4584,9.09624,7.49186,0.00,0.111129
788,6.54069,0.00,0.00,34.9827,29.9227,17.8699,0.00,0.00,0.368928,27.1465,9.15519,7.34686,8.30765,0.00,0.111854
789,5.73718,0.00,0.00,32.0661,25.6078,14.898,0.00,0.00,0.207844,30.738,10.1312,8.46203,7.80272,0.00,0.116593
790,6.15814,0.00,0.00,7.79709,10.4015,5.69576,0.00,0.00,0.177307,18.116,6.22489,5.43922,4.28317,0.00,0.0694433
791,6.28807,0.00,0.00,7.96729,7.50677,4.29301,0.00,0.00,0.115579,13.3834,4.39578,3.87807,2.66143,0.00,0.05244
792,6.71234,0.00,0.00,100.321,65.3028,40.1353,0.00,0.00,0.652703,235.809,66.1026,57.7192,28.263,0.00,1.00666
793,7.25631,0.00,0.0169057,136.387,104.016,103.072,91.4243,0.00,0.897125,353.274,96.1439,69.842,35.9316,0.00,0.967133
794,6.25608,0.00,0.00,3.90218,6.24849,3.39512,0.00,0.00,0.0698048,4.82924,1.31468,1.11452,0.621882,0.00,0.0203161
795,6.18207,0.00,0.00,8.7445,8.69083,4.90208,0.00,0.00,0.102539,8.84281,3.22111,2.8142,2.42881,0.00,0.0323758
796,6.45035,0.00,0.00,12.2464,11.0718,6.29599,0.00,0.00,0.142901,11.0065,3.28873,2.86436,1.72161,0.00,0.0445822
797,7.02456,0.00,0.00,44.4795,28.9021,18.0528,0.00,0.00,0.158521,27.95,9.31465,7.33917,8.79736,0.00,0.115915
