sourcetypeID,roadTypeID,day,hour,hourvmtfraction
52,2,2,14,0.0731218
52,2,2,15,0.0736159
52,2,2,16,0.0744608
52,2,2,17,0.0742165
52,2,2,18,0.0700091
52,2,2,19,0.0614038
52,2,2,20,0.0505043
52,2,2,21,0.0412072
52,2,2,22,0.0336373
52,2,2,23,0.0262243
52,2,2,24,0.0191666
52,3,2,1,0.0164213
52,3,2,2,0.0111921
52,3,2,3,0.0085415
52,3,2,4,0.00679328
52,3,2,5,0.00721894
52,3,2,6,0.0107619
52,3,2,7,0.01768
52,3,2,8,0.0268751
52,3,2,9,0.0386587
52,3,2,10,0.0522389
52,3,2,11,0.0631739
52,3,2,12,0.0699435
52,3,2,13,0.0729332
52,3,2,14,0.0731218
52,3,2,15,0.0736159
52,3,2,16,0.0744608
52,3,2,17,0.0742165
52,3,2,18,0.0700091
52,3,2,19,0.0614038
52,3,2,20,0.0505043
52,3,2,21,0.0412072
52,3,2,22,0.0336373
52,3,2,23,0.0262243
52,3,2,24,0.0191666
52,4,2,1,0.0214739
52,4,2,2,0.0144428
52,4,2,3,0.0109684
52,4,2,4,0.00749451
52,4,2,5,0.00683855
52,4,2,6,0.0103588
52,4,2,7,0.0184304
52,4,2,8,0.0268117
52,4,2,9,0.0363852
52,4,2,10,0.0475407
52,4,2,11,0.0574664
52,4,2,12,0.0650786
52,4,2,13,0.0713228
52,4,2,14,0.0714917
52,4,2,15,0.0717226
52,4,2,16,0.0720061
52,4,2,17,0.0711487
52,4,2,18,0.0678874
52,4,2,19,0.0617718
52,4,2,20,0.0516882
52,4,2,21,0.0428658
52,4,2,22,0.0380302
52,4,2,23,0.0322072
52,4,2,24,0.0245677
52,5,2,1,0.0214739
52,5,2,2,0.0144428
52,5,2,3,0.0109684
52,5,2,4,0.00749451
52,5,2,5,0.00683855
52,5,2,6,0.0103588
52,5,2,7,0.0184304
52,5,2,8,0.0268117
52,5,2,9,0.0363852
52,5,2,10,0.0475407
52,5,2,11,0.0574664
52,5,2,12,0.0650786
52,5,2,13,0.0713228
52,5,2,14,0.0714917
52,5,2,15,0.0717226
52,5,2,16,0.0720061
52,5,2,17,0.0711487
52,5,2,18,0.0678874
52,5,2,19,0.0617718
52,5,2,20,0.0516882
52,5,2,21,0.0428658
52,5,2,22,0.0380302
52,5,2,23,0.0322072
52,5,2,24,0.0245677
53,1,2,1,0.0214739
53,1,2,2,0.0144428
53,1,2,3,0.0109684
53,1,2,4,0.00749451
53,1,2,5,0.00683855
53,1,2,6,0.0103588
53,1,2,7,0.0184304
53,1,2,8,0.0268117
53,1,2,9,0.0363852
53,1,2,10,0.0475407
53,1,2,11,0.0574664
53,1,2,12,0.0650786
53,1,2,13,0.0713228
53,1,2,14,0.0714917
53,1,2,15,0.0717226
53,1,2,16,0.0720061
53,1,2,17,0.0711487
53,1,2,18,0.0678874
53,1,2,19,0.0617718
53,1,2,20,0.0516882
53,1,2,21,0.0428658
53,1,2,22,0.0380302
53,1,2,23,0.0322072
53,1,2,24,0.0245677
53,2,2,1,0.0164213
53,2,2,2,0.0111921
53,2,2,3,0.0085415
53,2,2,4,0.00679328
53,2,2,5,0.00721894
53,2,2,6,0.0107619
53,2,2,7,0.01768
53,2,2,8,0.0268751
53,2,2,9,0.0386587
53,2,2,10,0.0522389
53,2,2,11,0.0631739
53,2,2,12,0.0699435
53,2,2,13,0.0729332
53,2,2,14,0.0731218
53,2,2,15,0.0736159
53,2,2,16,0.0744608
53,2,2,17,0.0742165
53,2,2,18,0.0700091
53,2,2,19,0.0614038
53,2,2,20,0.0505043
53,2,2,21,0.0412072
53,2,2,22,0.0336373
53,2,2,23,0.0262243
53,2,2,24,0.0191666
53,3,2,1,0.0164213
53,3,2,2,0.0111921
53,3,2,3,0.0085415
53,3,2,4,0.00679328
53,3,2,5,0.00721894
53,3,2,6,0.0107619
53,3,2,7,0.01768
53,3,2,8,0.0268751
53,3,2,9,0.0386587
53,3,2,10,0.0522389
53,3,2,11,0.0631739
53,3,2,12,0.0699435
53,3,2,13,0.0729332
53,3,2,14,0.0731218
53,3,2,15,0.0736159
53,3,2,16,0.0744608
53,3,2,17,0.0742165
53,3,2,18,0.0700091
53,3,2,19,0.0614038
53,3,2,20,0.0505043
53,3,2,21,0.0412072
53,3,2,22,0.0336373
53,3,2,23,0.0262243
53,3,2,24,0.0191666
53,4,2,1,0.0214739
53,4,2,2,0.0144428
53,4,2,3,0.0109684
53,4,2,4,0.00749451
53,4,2,5,0.00683855
53,4,2,6,0.0103588
53,4,2,7,0.0184304
53,4,2,8,0.0268117
53,4,2,9,0.0363852
53,4,2,10,0.0475407
53,4,2,11,0.0574664
53,4,2,12,0.0650786
53,4,2,13,0.0713228
53,4,2,14,0.0714917
53,4,2,15,0.0717226
53,4,2,16,0.0720061
53,4,2,17,0.0711487
53,4,2,18,0.0678874
53,4,2,19,0.0617718
53,4,2,20,0.0516882
53,4,2,21,0.0428658
53,4,2,22,0.0380302
53,4,2,23,0.0322072
53,4,2,24,0.0245677
53,5,2,1,0.0214739
53,5,2,2,0.0144428
53,5,2,3,0.0109684
53,5,2,4,0.00749451
53,5,2,5,0.00683855
53,5,2,6,0.0103588
53,5,2,7,0.0184304
53,5,2,8,0.0268117
53,5,2,9,0.0363852
53,5,2,10,0.0475407
53,5,2,11,0.0574664
53,5,2,12,0.0650786
53,5,2,13,0.0713228
53,5,2,14,0.0714917
53,5,2,15,0.0717226
53,5,2,16,0.0720061
53,5,2,17,0.0711487
53,5,2,18,0.0678874
53,5,2,19,0.0617718
53,5,2,20,0.0516882
53,5,2,21,0.0428658
53,5,2,22,0.0380302
53,5,2,23,0.0322072
53,5,2,24,0.0245677
54,1,2,1,0.0214739
54,1,2,2,0.0144428
54,1,2,3,0.0109684
54,1,2,4,0.00749451
54,1,2,5,0.00683855
54,1,2,6,0.0103588
54,1,2,7,0.0184304
54,1,2,8,0.0268117
54,1,2,9,0.0363852
54,1,2,10,0.0475407
54,1,2,11,0.0574664
54,1,2,12,0.0650786
54,1,2,13,0.0713228
54,1,2,14,0.0714917
54,1,2,15,0.0717226
54,1,2,16,0.0720061
54,1,2,17,0.0711487
54,1,2,18,0.0678874
54,1,2,19,0.0617718
54,1,2,20,0.0516882
54,1,2,21,0.0428658
54,1,2,22,0.0380302
54,1,2,23,0.0322072
54,1,2,24,0.0245677
54,2,2,1,0.0164213
54,2,2,2,0.0111921
54,2,2,3,0.0085415
54,2,2,4,0.00679328
54,2,2,5,0.00721894
54,2,2,6,0.0107619
54,2,2,7,0.01768
54,2,2,8,0.0268751
54,2,2,9,0.0386587
54,2,2,10,0.0522389
54,2,2,11,0.0631739
54,2,2,12,0.0699435
54,2,2,13,0.0729332
54,2,2,14,0.0731218
54,2,2,15,0.0736159
54,2,2,16,0.0744608
54,2,2,17,0.0742165
54,2,2,18,0.0700091
54,2,2,19,0.0614038
54,2,2,20,0.0505043
54,2,2,21,0.0412072
54,2,2,22,0.0336373
54,2,2,23,0.0262243
54,2,2,24,0.0191666
54,3,2,1,0.0164213
54,3,2,2,0.0111921
54,3,2,3,0.0085415
54,3,2,4,0.00679328
54,3,2,5,0.00721894
54,3,2,6,0.0107619
54,3,2,7,0.01768
54,3,2,8,0.0268751
54,3,2,9,0.0386587
54,3,2,10,0.0522389
54,3,2,11,0.0631739
54,3,2,12,0.0699435
54,3,2,13,0.0729332
54,3,2,14,0.0731218
54,3,2,15,0.0736159
54,3,2,16,0.0744608
54,3,2,17,0.0742165
54,3,2,18,0.0700091
54,3,2,19,0.0614038
54,3,2,20,0.0505043
54,3,2,21,0.0412072
54,3,2,22,0.0336373
54,3,2,23,0.0262243
54,3,2,24,0.0191666
54,4,2,1,0.0214739
54,4,2,2,0.0144428
54,4,2,3,0.0109684
54,4,2,4,0.00749451
54,4,2,5,0.00683855
54,4,2,6,0.0103588
54,4,2,7,0.0184304
54,4,2,8,0.0268117
54,4,2,9,0.0363852
54,4,2,10,0.0475407
54,4,2,11,0.0574664
54,4,2,12,0.0650786
54,4,2,13,0.0713228
54,4,2,14,0.0714917
54,4,2,15,0.0717226
54,4,2,16,0.0720061
54,4,2,17,0.0711487
54,4,2,18,0.0678874
54,4,2,19,0.0617718
54,4,2,20,0.0516882
54,4,2,21,0.0428658
54,4,2,22,0.0380302
54,4,2,23,0.0322072
54,4,2,24,0.0245677
54,5,2,1,0.0214739
54,5,2,2,0.0144428
54,5,2,3,0.0109684
54,5,2,4,0.00749451
54,5,2,5,0.00683855
54,5,2,6,0.0103588
54,5,2,7,0.0184304
54,5,2,8,0.0268117
54,5,2,9,0.0363852
54,5,2,10,0.0475407
54,5,2,11,0.0574664
54,5,2,12,0.0650786
54,5,2,13,0.0713228
54,5,2,14,0.0714917
54,5,2,15,0.0717226
54,5,2,16,0.0720061
54,5,2,17,0.0711487
54,5,2,18,0.0678874
54,5,2,19,0.0617718
54,5,2,20,0.0516882
54,5,2,21,0.0428658
54,5,2,22,0.0380302
54,5,2,23,0.0322072
54,5,2,24,0.0245677
61,1,2,1,0.0214739
61,1,2,2,0.0144428
61,1,2,3,0.0109684
61,1,2,4,0.00749451
61,1,2,5,0.00683855
61,1,2,6,0.0103588
61,1,2,7,0.0184304
61,1,2,8,0.0268117
61,1,2,9,0.0363852
61,1,2,10,0.0475407
61,1,2,11,0.0574664
61,1,2,12,0.0650786
61,1,2,13,0.0713228
61,1,2,14,0.0714917
61,1,2,15,0.0717226
61,1,2,16,0.0720061
61,1,2,17,0.0711487
61,1,2,18,0.0678874
61,1,2,19,0.0617718
61,1,2,20,0.0516882
61,1,2,21,0.0428658
61,1,2,22,0.0380302
61,1,2,23,0.0322072
61,1,2,24,0.0245677
61,2,2,1,0.0164213
61,2,2,2,0.0111921
61,2,2,3,0.0085415
61,2,2,4,0.00679328
61,2,2,5,0.00721894
61,2,2,6,0.0107619
61,2,2,7,0.01768
61,2,2,8,0.0268751
61,2,2,9,0.0386587
61,2,2,10,0.0522389
61,2,2,11,0.0631739
61,2,2,12,0.0699435
61,2,2,13,0.0729332
61,2,2,14,0.0731218
61,2,2,15,0.0736159
61,2,2,16,0.0744608
61,2,2,17,0.0742165
61,2,2,18,0.0700091
61,2,2,19,0.0614038
61,2,2,20,0.0505043
61,2,2,21,0.0412072
61,2,2,22,0.0336373
61,2,2,23,0.0262243
61,2,2,24,0.0191666
61,3,2,1,0.0164213
61,3,2,2,0.0111921
61,3,2,3,0.0085415
61,3,2,4,0.00679328
61,3,2,5,0.00721894
61,3,2,6,0.0107619
61,3,2,7,0.01768
61,3,2,8,0.0268751
61,3,2,9,0.0386587
61,3,2,10,0.0522389
61,3,2,11,0.0631739
61,3,2,12,0.0699435
61,3,2,13,0.0729332
61,3,2,14,0.0731218
61,3,2,15,0.0736159
61,3,2,16,0.0744608
61,3,2,17,0.0742165
61,3,2,18,0.0700091
61,3,2,19,0.0614038
61,3,2,20,0.0505043
61,3,2,21,0.0412072
61,3,2,22,0.0336373
61,3,2,23,0.0262243
61,3,2,24,0.0191666
61,4,2,1,0.0214739
61,4,2,2,0.0144428
61,4,2,3,0.0109684
61,4,2,4,0.00749451
61,4,2,5,0.00683855
61,4,2,6,0.0103588
61,4,2,7,0.0184304
61,4,2,8,0.0268117
61,4,2,9,0.0363852
61,4,2,10,0.0475407
61,4,2,11,0.0574664
61,4,2,12,0.0650786
61,4,2,13,0.0713228
61,4,2,14,0.0714917
61,4,2,15,0.0717226
61,4,2,16,0.0720061
61,4,2,17,0.0711487
61,4,2,18,0.0678874
61,4,2,19,0.0617718
61,4,2,20,0.0516882
61,4,2,21,0.0428658
61,4,2,22,0.0380302
61,4,2,23,0.0322072
61,4,2,24,0.0245677
61,5,2,1,0.0214739
61,5,2,2,0.0144428
61,5,2,3,0.0109684
61,5,2,4,0.00749451
61,5,2,5,0.00683855
61,5,2,6,0.0103588
61,5,2,7,0.0184304
61,5,2,8,0.0268117
61,5,2,9,0.0363852
61,5,2,10,0.0475407
61,5,2,11,0.0574664
61,5,2,12,0.0650786
61,5,2,13,0.0713228
61,5,2,14,0.0714917
61,5,2,15,0.0717226
61,5,2,16,0.0720061
61,5,2,17,0.0711487
61,5,2,18,0.0678874
61,5,2,19,0.0617718
61,5,2,20,0.0516882
61,5,2,21,0.0428658
61,5,2,22,0.0380302
61,5,2,23,0.0322072
61,5,2,24,0.0245677
62,1,2,1,0.0214739
62,1,2,2,0.0144428
62,1,2,3,0.0109684
62,1,2,4,0.00749451
62,1,2,5,0.00683855
62,1,2,6,0.0103588
62,1,2,7,0.0184304
62,1,2,8,0.0268117
62,1,2,9,0.0363852
62,1,2,10,0.0475407
62,1,2,11,0.0574664
62,1,2,12,0.0650786
62,1,2,13,0.0713228
62,1,2,14,0.0714917
62,1,2,15,0.0717226
62,1,2,16,0.0720061
62,1,2,17,0.0711487
62,1,2,18,0.0678874
62,1,2,19,0.0617718
62,1,2,20,0.0516882
62,1,2,21,0.0428658
62,1,2,22,0.0380302
62,1,2,23,0.0322072
62,1,2,24,0.0245677
62,2,2,1,0.0164213
62,2,2,2,0.0111921
62,2,2,3,0.0085415
62,2,2,4,0.00679328
62,2,2,5,0.00721894
62,2,2,6,0.0107619
62,2,2,7,0.01768
62,2,2,8,0.0268751
62,2,2,9,0.0386587
62,2,2,10,0.0522389
62,2,2,11,0.0631739
62,2,2,12,0.0699435
62,2,2,13,0.0729332
62,2,2,14,0.0731218
62,2,2,15,0.0736159
62,2,2,16,0.0744608
62,2,2,17,0.0742165
62,2,2,18,0.0700091
62,2,2,19,0.0614038
62,2,2,20,0.0505043
62,2,2,21,0.0412072
62,2,2,22,0.0336373
62,2,2,23,0.0262243
62,2,2,24,0.0191666
62,3,2,1,0.0164213
62,3,2,2,0.0111921
62,3,2,3,0.0085415
62,3,2,4,0.00679328
62,3,2,5,0.00721894
62,3,2,6,0.0107619
62,3,2,7,0.01768
62,3,2,8,0.0268751
62,3,2,9,0.0386587
62,3,2,10,0.0522389
62,3,2,11,0.0631739
62,3,2,12,0.0699435
62,3,2,13,0.0729332
62,3,2,14,0.0731218
62,3,2,15,0.0736159
62,3,2,16,0.0744608
62,3,2,17,0.0742165
62,3,2,18,0.0700091
62,3,2,19,0.0614038
62,3,2,20,0.0505043
62,3,2,21,0.0412072
62,3,2,22,0.0336373
62,3,2,23,0.0262243
62,3,2,24,0.0191666
62,4,2,1,0.0214739
62,4,2,2,0.0144428
62,4,2,3,0.0109684
62,4,2,4,0.00749451
62,4,2,5,0.00683855
62,4,2,6,0.0103588
62,4,2,7,0.0184304
62,4,2,8,0.0268117
62,4,2,9,0.0363852
62,4,2,10,0.0475407
62,4,2,11,0.0574664
62,4,2,12,0.0650786
62,4,2,13,0.0713228
62,4,2,14,0.0714917
62,4,2,15,0.0717226
62,4,2,16,0.0720061
62,4,2,17,0.0711487
62,4,2,18,0.0678874
62,4,2,19,0.0617718
62,4,2,20,0.0516882
62,4,2,21,0.0428658
62,4,2,22,0.0380302
62,4,2,23,0.0322072
62,4,2,24,0.0245677
62,5,2,1,0.0214739
62,5,2,2,0.0144428
62,5,2,3,0.0109684
62,5,2,4,0.00749451
62,5,2,5,0.00683855
62,5,2,6,0.0103588
62,5,2,7,0.0184304
62,5,2,8,0.0268117
62,5,2,9,0.0363852
62,5,2,10,0.0475407
62,5,2,11,0.0574664
62,5,2,12,0.0650786
62,5,2,13,0.0713228
62,5,2,14,0.0714917
62,5,2,15,0.0717226
62,5,2,16,0.0720061
62,5,2,17,0.0711487
62,5,2,18,0.0678874
62,5,2,19,0.0617718
62,5,2,20,0.0516882
62,5,2,21,0.0428658
62,5,2,22,0.0380302
62,5,2,23,0.0322072
62,5,2,24,0.0245677
11,1,5,1,0
11,1,5,2,0
11,1,5,3,0
11,1,5,4,0
11,1,5,5,0
11,1,5,6,0
11,1,5,7,0
11,1,5,8,0
11,1,5,9,0
11,1,5,10,0
11,1,5,11,0
11,1,5,12,0
11,1,5,13,0
11,1,5,14,0
11,1,5,15,0
11,1,5,16,0
11,1,5,17,0
11,1,5,18,0
11,1,5,19,0
11,1,5,20,0
11,1,5,21,0
11,1,5,22,0
11,1,5,23,0
11,1,5,24,0
11,2,5,1,0.018998917
11,2,5,2,0.018998917
11,2,5,3,0.018998917
11,2,5,4,0.018998917
11,2,5,5,0.018998917
11,2,5,6,0.018998917
11,2,5,7,0.056611103
11,2,5,8,0.056611103
11,2,5,9,0.056611103
11,2,5,10,0.056977072
11,2,5,11,0.056977072
11,2,5,12,0.056977072
11,2,5,13,0.056977072
11,2,5,14,0.056977072
11,2,5,15,0.056977072
11,2,5,16,0.056977072
11,2,5,17,0.074113035
11,2,5,18,0.074113035
11,2,5,19,0.074113035
11,2,5,20,0.018998917
11,2,5,21,0.018998917
11,2,5,22,0.018998917
11,2,5,23,0.018998917
11,2,5,24,0.018998917
11,3,5,1,0.019487808
11,3,5,2,0.019487808
11,3,5,3,0.019487808
11,3,5,4,0.019487808
11,3,5,5,0.019487808
11,3,5,6,0.019487808
11,3,5,7,0.061106753
11,3,5,8,0.061106753
11,3,5,9,0.061106753
11,3,5,10,0.055455895
11,3,5,11,0.055455895
11,3,5,12,0.055455895
11,3,5,13,0.055455895
11,3,5,14,0.055455895
11,3,5,15,0.055455895
11,3,5,16,0.055455895
11,3,5,17,0.071374196
11,3,5,18,0.071374196
11,3,5,19,0.071374196
11,3,5,20,0.019487808
11,3,5,21,0.019487808
11,3,5,22,0.019487808
11,3,5,23,0.019487808
11,3,5,24,0.019487808
11,4,5,1,0.018891576
11,4,5,2,0.018891576
11,4,5,3,0.018891576
11,4,5,4,0.018891576
11,4,5,5,0.018891576
11,4,5,6,0.018891576
11,4,5,7,0.05151074
11,4,5,8,0.05151074
11,4,5,9,0.05151074
11,4,5,10,0.06528939
11,4,5,11,0.06528939
11,4,5,12,0.06528939
11,4,5,13,0.06528939
11,4,5,14,0.06528939
11,4,5,15,0.06528939
11,4,5,16,0.06528939
11,4,5,17,0.060211572
11,4,5,18,0.060211572
11,4,5,19,0.060211572
11,4,5,20,0.018891576
11,4,5,21,0.018891576
11,4,5,22,0.018891576
11,4,5,23,0.018891576
11,4,5,24,0.018891576
11,5,5,1,0.018165036
11,5,5,2,0.018165036
11,5,5,3,0.018165036
11,5,5,4,0.018165036
11,5,5,5,0.018165036
11,5,5,6,0.018165036
11,5,5,7,0.061927194
11,5,5,8,0.061927194
11,5,5,9,0.061927194
11,5,5,10,0.05496815
11,5,5,11,0.05496815
11,5,5,12,0.05496815
11,5,5,13,0.05496815
11,5,5,14,0.05496815
11,5,5,15,0.05496815
11,5,5,16,0.05496815
11,5,5,17,0.076541989
11,5,5,18,0.076541989
11,5,5,19,0.076541989
11,5,5,20,0.018165036
11,5,5,21,0.018165036
11,5,5,22,0.018165036
11,5,5,23,0.018165036
11,5,5,24,0.018165036
21,1,5,1,0
21,1,5,2,0
21,1,5,3,0
21,1,5,4,0
21,1,5,5,0
21,1,5,6,0
21,1,5,7,0
21,1,5,8,0
21,1,5,9,0
21,1,5,10,0
21,1,5,11,0
21,1,5,12,0
21,1,5,13,0
21,1,5,14,0
21,1,5,15,0
21,1,5,16,0
21,1,5,17,0
21,1,5,18,0
21,1,5,19,0
21,1,5,20,0
21,1,5,21,0
21,1,5,22,0
21,1,5,23,0
21,1,5,24,0
21,2,5,1,0.018998917
21,2,5,2,0.018998917
21,2,5,3,0.018998917
21,2,5,4,0.018998917
21,2,5,5,0.018998917
21,2,5,6,0.018998917
21,2,5,7,0.056611103
21,2,5,8,0.056611103
21,2,5,9,0.056611103
21,2,5,10,0.056977072
21,2,5,11,0.056977072
21,2,5,12,0.056977072
21,2,5,13,0.056977072
21,2,5,14,0.056977072
21,2,5,15,0.056977072
21,2,5,16,0.056977072
21,2,5,17,0.074113035
21,2,5,18,0.074113035
21,2,5,19,0.074113035
21,2,5,20,0.018998917
21,2,5,21,0.018998917
21,2,5,22,0.018998917
21,2,5,23,0.018998917
21,2,5,24,0.018998917
21,3,5,1,0.019487808
21,3,5,2,0.019487808
21,3,5,3,0.019487808
21,3,5,4,0.019487808
21,3,5,5,0.019487808
21,3,5,6,0.019487808
21,3,5,7,0.061106753
21,3,5,8,0.061106753
21,3,5,9,0.061106753
21,3,5,10,0.055455895
21,3,5,11,0.055455895
21,3,5,12,0.055455895
21,3,5,13,0.055455895
21,3,5,14,0.055455895
21,3,5,15,0.055455895
21,3,5,16,0.055455895
21,3,5,17,0.071374196
21,3,5,18,0.071374196
21,3,5,19,0.071374196
21,3,5,20,0.019487808
21,3,5,21,0.019487808
21,3,5,22,0.019487808
21,3,5,23,0.019487808
21,3,5,24,0.019487808
21,4,5,1,0.018891576
21,4,5,2,0.018891576
21,4,5,3,0.018891576
21,4,5,4,0.018891576
21,4,5,5,0.018891576
21,4,5,6,0.018891576
21,4,5,7,0.05151074
21,4,5,8,0.05151074
21,4,5,9,0.05151074
21,4,5,10,0.06528939
21,4,5,11,0.06528939
21,4,5,12,0.06528939
21,4,5,13,0.06528939
21,4,5,14,0.06528939
21,4,5,15,0.06528939
21,4,5,16,0.06528939
21,4,5,17,0.060211572
21,4,5,18,0.060211572
21,4,5,19,0.060211572
21,4,5,20,0.018891576
21,4,5,21,0.018891576
21,4,5,22,0.018891576
21,4,5,23,0.018891576
21,4,5,24,0.018891576
21,5,5,1,0.018165036
21,5,5,2,0.018165036
21,5,5,3,0.018165036
21,5,5,4,0.018165036
21,5,5,5,0.018165036
21,5,5,6,0.018165036
21,5,5,7,0.061927194
21,5,5,8,0.061927194
21,5,5,9,0.061927194
21,5,5,10,0.05496815
21,5,5,11,0.05496815
21,5,5,12,0.05496815
21,5,5,13,0.05496815
21,5,5,14,0.05496815
21,5,5,15,0.05496815
21,5,5,16,0.05496815
21,5,5,17,0.076541989
21,5,5,18,0.076541989
21,5,5,19,0.076541989
21,5,5,20,0.018165036
21,5,5,21,0.018165036
21,5,5,22,0.018165036
21,5,5,23,0.018165036
21,5,5,24,0.018165036
31,1,5,1,0
31,1,5,2,0
31,1,5,3,0
31,1,5,4,0
31,1,5,5,0
31,1,5,6,0
31,1,5,7,0
31,1,5,8,0
31,1,5,9,0
31,1,5,10,0
31,1,5,11,0
31,1,5,12,0
31,1,5,13,0
31,1,5,14,0
31,1,5,15,0
31,1,5,16,0
31,1,5,17,0
31,1,5,18,0
31,1,5,19,0
31,1,5,20,0
31,1,5,21,0
31,1,5,22,0
31,1,5,23,0
31,1,5,24,0
31,2,5,1,0.018998917
31,2,5,2,0.018998917
31,2,5,3,0.018998917
31,2,5,4,0.018998917
31,2,5,5,0.018998917
31,2,5,6,0.018998917
31,2,5,7,0.056611103
31,2,5,8,0.056611103
31,2,5,9,0.056611103
31,2,5,10,0.056977072
31,2,5,11,0.056977072
31,2,5,12,0.056977072
31,2,5,13,0.056977072
31,2,5,14,0.056977072
31,2,5,15,0.056977072
31,2,5,16,0.056977072
31,2,5,17,0.074113035
31,2,5,18,0.074113035
31,2,5,19,0.074113035
31,2,5,20,0.018998917
31,2,5,21,0.018998917
31,2,5,22,0.018998917
31,2,5,23,0.018998917
31,2,5,24,0.018998917
31,3,5,1,0.019487808
31,3,5,2,0.019487808
31,3,5,3,0.019487808
31,3,5,4,0.019487808
31,3,5,5,0.019487808
31,3,5,6,0.019487808
31,3,5,7,0.061106753
31,3,5,8,0.061106753
31,3,5,9,0.061106753
31,3,5,10,0.055455895
31,3,5,11,0.055455895
31,3,5,12,0.055455895
31,3,5,13,0.055455895
31,3,5,14,0.055455895
31,3,5,15,0.055455895
31,3,5,16,0.055455895
31,3,5,17,0.071374196
31,3,5,18,0.071374196
31,3,5,19,0.071374196
31,3,5,20,0.019487808
31,3,5,21,0.019487808
31,3,5,22,0.019487808
31,3,5,23,0.019487808
31,3,5,24,0.019487808
31,4,5,1,0.018891576
31,4,5,2,0.018891576
31,4,5,3,0.018891576
31,4,5,4,0.018891576
31,4,5,5,0.018891576
31,4,5,6,0.018891576
31,4,5,7,0.05151074
31,4,5,8,0.05151074
31,4,5,9,0.05151074
31,4,5,10,0.06528939
31,4,5,11,0.06528939
31,4,5,12,0.06528939
31,4,5,13,0.06528939
31,4,5,14,0.06528939
31,4,5,15,0.06528939
31,4,5,16,0.06528939
31,4,5,17,0.060211572
31,4,5,18,0.060211572
31,4,5,19,0.060211572
31,4,5,20,0.018891576
31,4,5,21,0.018891576
31,4,5,22,0.018891576
31,4,5,23,0.018891576
31,4,5,24,0.018891576
31,5,5,1,0.018165036
31,5,5,2,0.018165036
31,5,5,3,0.018165036
31,5,5,4,0.018165036
31,5,5,5,0.018165036
31,5,5,6,0.018165036
31,5,5,7,0.061927194
31,5,5,8,0.061927194
31,5,5,9,0.061927194
31,5,5,10,0.05496815
31,5,5,11,0.05496815
31,5,5,12,0.05496815
31,5,5,13,0.05496815
31,5,5,14,0.05496815
31,5,5,15,0.05496815
31,5,5,16,0.05496815
31,5,5,17,0.076541989
31,5,5,18,0.076541989
31,5,5,19,0.076541989
31,5,5,20,0.018165036
31,5,5,21,0.018165036
31,5,5,22,0.018165036
31,5,5,23,0.018165036
31,5,5,24,0.018165036
32,1,5,1,0
32,1,5,2,0
32,1,5,3,0
32,1,5,4,0
32,1,5,5,0
32,1,5,6,0
32,1,5,7,0
32,1,5,8,0
32,1,5,9,0
32,1,5,10,0
32,1,5,11,0
32,1,5,12,0
32,1,5,13,0
32,1,5,14,0
32,1,5,15,0
32,1,5,16,0
32,1,5,17,0
32,1,5,18,0
32,1,5,19,0
32,1,5,20,0
32,1,5,21,0
32,1,5,22,0
32,1,5,23,0
32,1,5,24,0
32,2,5,1,0.018998917
32,2,5,2,0.018998917
32,2,5,3,0.018998917
32,2,5,4,0.018998917
32,2,5,5,0.018998917
32,2,5,6,0.018998917
32,2,5,7,0.056611103
32,2,5,8,0.056611103
32,2,5,9,0.056611103
32,2,5,10,0.056977072
32,2,5,11,0.056977072
32,2,5,12,0.056977072
32,2,5,13,0.056977072
32,2,5,14,0.056977072
32,2,5,15,0.056977072
32,2,5,16,0.056977072
32,2,5,17,0.074113035
32,2,5,18,0.074113035
32,2,5,19,0.074113035
32,2,5,20,0.018998917
32,2,5,21,0.018998917
32,2,5,22,0.018998917
32,2,5,23,0.018998917
32,2,5,24,0.018998917
32,3,5,1,0.019487808
32,3,5,2,0.019487808
32,3,5,3,0.019487808
32,3,5,4,0.019487808
32,3,5,5,0.019487808
32,3,5,6,0.019487808
32,3,5,7,0.061106753
32,3,5,8,0.061106753
32,3,5,9,0.061106753
32,3,5,10,0.055455895
32,3,5,11,0.055455895
32,3,5,12,0.055455895
32,3,5,13,0.055455895
32,3,5,14,0.055455895
32,3,5,15,0.055455895
32,3,5,16,0.055455895
32,3,5,17,0.071374196
32,3,5,18,0.071374196
32,3,5,19,0.071374196
32,3,5,20,0.019487808
32,3,5,21,0.019487808
32,3,5,22,0.019487808
32,3,5,23,0.019487808
32,3,5,24,0.019487808
32,4,5,1,0.018891576
32,4,5,2,0.018891576
32,4,5,3,0.018891576
32,4,5,4,0.018891576
32,4,5,5,0.018891576
32,4,5,6,0.018891576
32,4,5,7,0.05151074
32,4,5,8,0.05151074
32,4,5,9,0.05151074
32,4,5,10,0.06528939
32,4,5,11,0.06528939
32,4,5,12,0.06528939
32,4,5,13,0.06528939
32,4,5,14,0.06528939
32,4,5,15,0.06528939
32,4,5,16,0.06528939
32,4,5,17,0.060211572
32,4,5,18,0.060211572
32,4,5,19,0.060211572
32,4,5,20,0.018891576
32,4,5,21,0.018891576
32,4,5,22,0.018891576
32,4,5,23,0.018891576
32,4,5,24,0.018891576
32,5,5,1,0.018165036
32,5,5,2,0.018165036
32,5,5,3,0.018165036
32,5,5,4,0.018165036
32,5,5,5,0.018165036
32,5,5,6,0.018165036
32,5,5,7,0.061927194
